tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
10665	Escherichia virus T4	1258825	0	live	nrdC.1	T4p085	NrdC.1 conserved hypothetical protein	NrdC.1 conserved hypothetical protein			NC_000866.4	48393	48635	minus	0		
10665	Escherichia virus T4	1258820	0	live	a-gt.2	T4p061	a-gt.2 hypothetical protein	a-gt.2 hypothetical protein			NC_000866.4	38731	38922	minus	0		
10665	Escherichia virus T4	1258815	0	live	a-gt.3	T4p062	a-gt.3 hypothetical protein	a-gt.3 hypothetical protein			NC_000866.4	38907	39110	minus	0		
10665	Escherichia virus T4	1258813	0	live	nrdB.1	T4p232	Nrd.1 hypothetical protein	Nrd.1 hypothetical protein			NC_000866.4	139716	139967	minus	0		
10665	Escherichia virus T4	1258805	0	live	55.3	T4p068	gp55.3 hypothetical protein	gp55.3 hypothetical protein			NC_000866.4	40799	41038	minus	0		
10665	Escherichia virus T4	1258804	0	live	a-gt.5	T4p064	a-gt.5 hypothetical protein	a-gt.5 hypothetical protein			NC_000866.4	39398	39616	minus	0		
10665	Escherichia virus T4	1258801	0	live	31.2	T4p216	gp31.2 hypothetical protein	gp31.2 hypothetical protein			NC_000866.4	131882	132118	minus	0		
10665	Escherichia virus T4	1258792	0	live	arn.2	T4p259, asiA.3, motA.-4	Arn.2 conserved hypothetical protein	Arn.2 conserved hypothetical protein			NC_000866.4	161876	162172	minus	0		
10665	Escherichia virus T4	1258791	0	live	arn.1	T4p258, asiA.2, motA.-5	Arn.1 conserved hypothetical protein	Arn.1 conserved hypothetical protein			NC_000866.4	161674	161805	minus	0		
10665	Escherichia virus T4	1258788	0	live	49.3	T4p083	gp49.3 hypothetical protein	gp49.3 hypothetical protein			NC_000866.4	47823	48131	minus	0		
10665	Escherichia virus T4	1258786	0	live	dda.1	T4p018	Dda.1 hypothetical protein	Dda.1 hypothetical protein			NC_000866.4	10726	11037	minus	0		
10665	Escherichia virus T4	1258785	0	live	dexA.1	T4p015	DexA.1 hypothetical protein	DexA.1 hypothetical protein			NC_000866.4	8908	9150	minus	0		
10665	Escherichia virus T4	1258780	0	live	60.1	T4p004	gp60.1 hypothetical protein	gp60.1 hypothetical protein			NC_000866.4	2971	3351	minus	0		
10665	Escherichia virus T4	1258774	0	live	rIIA.1	T4p002	rIIA.1 hypothetical protein	rIIA.1 hypothetical protein			NC_000866.4	2200	2403	minus	0		
10665	Escherichia virus T4	1258767	0	live	ndd.2a	T4p271	Ndd.2a hypothetical predicted periplasmic protein	Ndd.2a hypothetical predicted periplasmic protein			NC_000866.4	166432	166554	minus	0		
10665	Escherichia virus T4	1258766	0	live	30.5	T4p208	gp30.5 hypothetical protein	gp30.5 hypothetical protein			NC_000866.4	128961	129158	minus	0		
10665	Escherichia virus T4	1258764	0	live	alt.-1	T4p199, 54.1	Alt.-1 hypothetical protein	Alt.-1 hypothetical protein			NC_000866.4	123265	123450	minus	0		
10665	Escherichia virus T4	1258763	0	live	ndd.5	T4p274, denB.-2	Ndd.5 hypothetical predicted outer membrane protein	Ndd.5 hypothetical predicted outer membrane protein			NC_000866.4	166815	166913	minus	0		
10665	Escherichia virus T4	1258762	0	live	ndd.2	T4p270	Ndd.2 hypothetical predicted outer membrane protein	Ndd.2 hypothetical predicted outer membrane protein			NC_000866.4	166325	166435	minus	0		
10665	Escherichia virus T4	1258758	0	live	motB.2	T4p013, dexA.-1	MotB.2 hypothetical protein	MotB.2 hypothetical protein			NC_000866.4	7661	8161	minus	0		
10665	Escherichia virus T4	1258756	0	live	ndd.6	T4p275, denB.-1	Ndd.6 conserved hypothetical predicted outer membrane protein	Ndd.6 conserved hypothetical predicted outer membrane protein			NC_000866.4	166910	166996	minus	0		
10665	Escherichia virus T4	1258755	0	live	ndd.3	T4p272	Ndd.3 hypothetical predicted inner membrane protein	Ndd.3 hypothetical predicted inner membrane protein			NC_000866.4	166548	166628	minus	0		
10665	Escherichia virus T4	1258753	0	live	modA.2	T4p022, dda.6	hypothetical protein	hypothetical protein			NC_000866.4	13198	13380	minus	0		
10665	Escherichia virus T4	1258750	0	live	nrdC.5	T4p089	NrdC.5 conserved hypothetical protein	NrdC.5 conserved hypothetical protein			NC_000866.4	50973	51995	minus	0		
10665	Escherichia virus T4	1258749	0	live	nrdC.7	T4p091	NrdC.7 conserved hypothetical, predicted membrane protein	NrdC.7 conserved hypothetical, predicted membrane protein			NC_000866.4	52901	53302	minus	0		
10665	Escherichia virus T4	1258748	0	live	55.2	T4p067	gp55.2 hypothetical protein	gp55.2 hypothetical protein			NC_000866.4	40459	40785	minus	0		
10665	Escherichia virus T4	1258747	0	live	vs.3	T4p114	Vs.3 conserved hypothetical protein	Vs.3 conserved hypothetical protein			NC_000866.4	62800	63078	minus	0		
10665	Escherichia virus T4	1258745	0	live	e.5	T4p128	e.5 conserved hypothetical protein	e.5 conserved hypothetical protein			NC_000866.4	68662	69270	minus	0		
10665	Escherichia virus T4	1258743	0	live	30.8	T4p211, 31.-3	gp30.8 conserved hypothetical protein	gp30.8 conserved hypothetical protein			NC_000866.4	129921	130253	minus	0		
10665	Escherichia virus T4	1258742	0	live	nrdC.2	T4p086	NrdC.2 conserved hypothetical protein	NrdC.2 conserved hypothetical protein			NC_000866.4	48622	48936	minus	0		
10665	Escherichia virus T4	1258738	0	live	24.2	T4p179	gp24.2 conserved hypothetical protein	gp24.2 conserved hypothetical protein			NC_000866.4	109650	109928	minus	0		
10665	Escherichia virus T4	1258735	0	live	cd.4	T4p221	Cd.4 conserved hypothetical protein	Cd.4 conserved hypothetical protein			NC_000866.4	133612	133812	minus	0		
10665	Escherichia virus T4	1258734	0	live	cd.2	T4p219	Cd.2 conserved hypothetical protein	Cd.2 conserved hypothetical protein			NC_000866.4	133031	133261	minus	0		
10665	Escherichia virus T4	1258732	0	live	47.1	T4p058	gp47.1 hypothetical predicted membrane protein	gp47.1 hypothetical predicted membrane protein			NC_000866.4	36444	36584	minus	0		
10665	Escherichia virus T4	1258730	0	live	modA.3	T4p023, dda.7	ModA.3 hypothetical protein	ModA.3 hypothetical protein			NC_000866.4	13389	13859	minus	0		
10665	Escherichia virus T4	1258728	0	live	uvsY.-1	T4p186, W.2	UvsY.-1 conserved hypothetical protein	UvsY.-1 conserved hypothetical protein			NC_000866.4	114690	114914	minus	0		
10665	Escherichia virus T4	1258724	0	live	motA.1	T4p263	MotA.1 hypothetical predicted periplasmic protein	MotA.1 hypothetical predicted periplasmic protein			NC_000866.4	163730	163879	minus	0		
10665	Escherichia virus T4	1258723	0	live	mobD.1	T4p097, tk.-9	MobD.1 conserved hypothetical protein	MobD.1 conserved hypothetical protein			NC_000866.4	57283	57828	minus	0		
10665	Escherichia virus T4	1258720	0	live	mrh.1	T4p027	Mrh.1 hypothetical protein	Mrh.1 hypothetical protein			NC_000866.4	14685	15026	minus	0		
10665	Escherichia virus T4	1258719	0	live	tk.1	T4p107	Tk.1 conserved hypothetical protein	Tk.1 conserved hypothetical protein			NC_000866.4	60346	60534	minus	0		
10665	Escherichia virus T4	1258718	0	live	30.9	T4p212, 31.-2	gp30.9 conserved hypothetical protein	gp30.9 conserved hypothetical protein			NC_000866.4	130364	130540	minus	0		
10665	Escherichia virus T4	1258716	0	live	vs.7	T4p118	Vs.7 conserved hypothetical protein	Vs.7 conserved hypothetical protein			NC_000866.4	63927	64256	minus	0		
10665	Escherichia virus T4	1258714	0	live	30.4	T4p207	gp30.4 conserved hypothetical protein	gp30.4 conserved hypothetical protein			NC_000866.4	128758	128964	minus	0		
10665	Escherichia virus T4	1258713	0	live	vs.8	T4p119	Vs.8 conserved hypothetical protein	Vs.8 conserved hypothetical protein			NC_000866.4	64253	64912	minus	0		
10665	Escherichia virus T4	1258708	0	live	cd.5	T4p222	Cd.5 hypothetical protein	Cd.5 hypothetical protein			NC_000866.4	133805	134032	minus	0		
10665	Escherichia virus T4	1258705	0	live	tk.3	T4p109	Tk.2 conserved hypothetical protein	Tk.2 conserved hypothetical protein			NC_000866.4	60713	60925	minus	0		
10665	Escherichia virus T4	1258699	0	live	arn.4	T4p261, asiA.6 + asiA.7, motA.-1	Arn.4 conserved hypothetical protein	Arn.4 conserved hypothetical protein			NC_000866.4	162627	162833	minus	0		
10665	Escherichia virus T4	1258696	0	live	mrh.2	T4p028	Mrh.2 hypothetical protein	Mrh.2 hypothetical protein			NC_000866.4	15026	15232	minus	0		
10665	Escherichia virus T4	1258689	0	live	alt.-2	T4p198	Alt.-2 hypothetical protein	Alt.-2 hypothetical protein			NC_000866.4	123065	123268	minus	0		
10665	Escherichia virus T4	1258687	0	live	cd.1	T4p218	Cd.1 hypothetical protein	Cd.1 hypothetical protein			NC_000866.4	132696	133034	minus	0		
10665	Escherichia virus T4	1258684	0	live	pseT.1	T4p224	PseT.1 conserved hypothetical protein	PseT.1 conserved hypothetical protein			NC_000866.4	134908	135135	minus	0		
10665	Escherichia virus T4	1258682	0	live	alt.1	T4p201	Alt.1 conserved hypothetical protein	Alt.1 conserved hypothetical protein			NC_000866.4	125560	125748	minus	0		
10665	Escherichia virus T4	1258679	0	live	nrdA.2	T4p236	NrdA.2 conserved hypothetical protein	NrdA.2 conserved hypothetical protein			NC_000866.4	142951	143214	minus	0		
10665	Escherichia virus T4	1258678	0	live	ndd.4	T4p273	Ndd.4 hypothetical predicted inner membrane	Ndd.4 hypothetical predicted inner membrane			NC_000866.4	166636	166764	minus	0		
10665	Escherichia virus T4	1258677	0	live	denB.1	T4p277	DenB.1 hypothetical protein	DenB.1 hypothetical protein			NC_000866.4	167743	167937	minus	0		
10665	Escherichia virus T4	1258676	0	live	30.2	T4p204	hypothetical protein	hypothetical protein			NC_000866.4	127474	128310	minus	0		
10665	Escherichia virus T4	1258674	0	live	arn.3	T4p260, asiA.4 + asiA.5, motA.-2, motA.-3	Arn.3 conserved hypothetical protein	Arn.3 conserved hypothetical protein			NC_000866.4	162172	162630	minus	0		
10665	Escherichia virus T4	1258670	0	live	30.6	T4p209	gp30.6 conserved hypothetical protein	gp30.6 conserved hypothetical protein			NC_000866.4	129158	129445	minus	0		
10665	Escherichia virus T4	1258667	0	live	61.4	T4p037	gp61.4 hypothetical protein	gp61.4 hypothetical protein			NC_000866.4	20112	20369	minus	0		
10665	Escherichia virus T4	1258666	0	live	asiA.1	T4p256	AsiA.1 hypothetical protein	AsiA.1 hypothetical protein			NC_000866.4	161163	161315	minus	0		
10665	Escherichia virus T4	1258661	0	live	mobD.3	T4p100, tk.-7	MobD.3 hypothetical protein	MobD.3 hypothetical protein			NC_000866.4	58155	58349	minus	0		
10665	Escherichia virus T4	1258660	0	live	vs.5	T4p116	Vs.5 conserved hypothetical protein	Vs.5 conserved hypothetical protein			NC_000866.4	63381	63557	minus	0		
10665	Escherichia virus T4	1258652	0	live	pseT.3	T4p226	PseT.3 conserved hypothetical predicted membrane protein	PseT.3 conserved hypothetical predicted membrane protein			NC_000866.4	135428	135781	minus	0		
10665	Escherichia virus T4	1258651	0	live	49.2	T4p082	gp49.2 hypothetical protein	gp49.2 hypothetical protein			NC_000866.4	47506	47826	minus	0		
10665	Escherichia virus T4	1258650	0	live	39.1	T4p007	gp39.1 hypothetical protein	gp39.1 hypothetical protein			NC_000866.4	5398	5595	minus	0		
10665	Escherichia virus T4	1258649	0	live	nrdC.9	T4p093	NrdC.9 conserved hypothetical protein	NrdC.9 conserved hypothetical protein			NC_000866.4	53946	54248	minus	0		
10665	Escherichia virus T4	1258645	0	live	30.7	T4p210	gp30.7 conserved hypothetical protein	gp30.7 conserved hypothetical protein			NC_000866.4	129487	129852	minus	0		
10665	Escherichia virus T4	1258637	0	live	nrdC.6	T4p090	NrdC.6 conserved hypothetical protein	NrdC.6 conserved hypothetical protein			NC_000866.4	52066	52893	minus	0		
10665	Escherichia virus T4	1258636	0	live	modA.4	T4p024, dda.8	ModA.4 hypothetical protein	ModA.4 hypothetical protein			NC_000866.4	13852	14016	minus	0		
10665	Escherichia virus T4	1258635	0	live	52.1	T4p265	gp52.1 conserved hypothetical predicted membrane protein	gp52.1 conserved hypothetical predicted membrane protein			NC_000866.4	165209	165349	minus	0		
10665	Escherichia virus T4	1258634	0	live	e.6	T4p129	e.6 conserved hypothetical protein	e.6 conserved hypothetical protein			NC_000866.4	69312	69905	minus	0		
10665	Escherichia virus T4	1258627	0	live	frd.2	T4p241	Frd.2 conserved hypothetical protein	Frd.2 conserved hypothetical protein			NC_000866.4	146143	146529	minus	0		
10665	Escherichia virus T4	1258625	0	live	30.3'	T4p206	gp30.3' hypothetical protein	gp30.3' hypothetical protein			NC_000866.4	128402	128629	minus	0		
10665	Escherichia virus T4	1258619	0	live	vs.4	T4p115	Vs.4 conserved hypothetical protein	Vs.4 conserved hypothetical protein			NC_000866.4	63078	63344	minus	0		
10665	Escherichia virus T4	1258615	0	live	frd.3	T4p242	Frd.3 hypothetical protein	Frd.3 hypothetical protein			NC_000866.4	146575	146802	minus	0		
10665	Escherichia virus T4	1258614	0	live	e.2	T4p125	e.2 conserved hypothetical, predicted membrane protein	e.2 conserved hypothetical, predicted membrane protein			NC_000866.4	67652	67960	minus	0		
10665	Escherichia virus T4	1258612	0	live	46.2	T4p056	gp46.2 hypothetical protein	gp46.2 hypothetical protein			NC_000866.4	35168	35431	minus	0		
10665	Escherichia virus T4	1258611	0	live	motB.1	T4p012, dexA.-2	MotB.1 hypothetical protein	MotB.1 hypothetical protein			NC_000866.4	7291	7650	minus	0		
10665	Escherichia virus T4	1258608	0	live	trna.4	T4p135	Trna.4 conserved hypothetical predicted membrane protein	Trna.4 conserved hypothetical predicted membrane protein			NC_000866.4	73329	73514	minus	0		
10665	Escherichia virus T4	1258607	0	live	pseT.2	T4p225	PseT.2 conserved hypothetical protein	PseT.2 conserved hypothetical protein			NC_000866.4	135132	135431	minus	0		
10665	Escherichia virus T4	1258604	0	live	e.7	T4p130	e.7 hypothetical protein	e.7 hypothetical protein			NC_000866.4	69968	70303	minus	0		
10665	Escherichia virus T4	1258599	0	live	cd.3	T4p220	Cd.3 conserved hypothetical protein	Cd.3 conserved hypothetical protein			NC_000866.4	133334	133609	minus	0		
10665	Escherichia virus T4	1258598	0	live	e.8	T4p131	e.8 conserved hypothetical protein	e.8 conserved hypothetical protein			NC_000866.4	70360	70623	minus	0		
10665	Escherichia virus T4	1258596	0	live	57B	T4p137	hypothetical protein	hypothetical protein			NC_000866.4	73952	74410	minus	0		
10665	Escherichia virus T4	1258589	0	live	trna.3	T4p134	Trna.3 conserved hypothetical protein	Trna.3 conserved hypothetical protein			NC_000866.4	72918	73328	minus	0		
10665	Escherichia virus T4	1258580	0	live	trna.2	T4p133	Trna.2 conserved hypothetical protein	Trna.2 conserved hypothetical protein			NC_000866.4	72628	72915	minus	0		
10665	Escherichia virus T4	1258579	0	live	tk.2	T4p108	Tk.2 conserved hypothetical protein	Tk.2 conserved hypothetical protein			NC_000866.4	60531	60716	minus	0		
10665	Escherichia virus T4	1258578	0	live	55.4	T4p069	gp55.4 conserved hypothetical protein	gp55.4 conserved hypothetical protein			NC_000866.4	41039	41170	minus	0		
10665	Escherichia virus T4	1258574	0	live	30.3	T4p205	hypothetical protein	hypothetical protein			NC_000866.4	128307	128765	minus	0		
10665	Escherichia virus T4	1258571	0	live	mobD.2a	T4p099	MobD.2a hypothetical protein	MobD.2a hypothetical protein			NC_000866.4	58049	58165	minus	0		
10665	Escherichia virus T4	1258567	0	live	61.1	T4p034	gp61.1 hypothetical protein	gp61.1 hypothetical protein			NC_000866.4	18966	19130	minus	0		
10665	Escherichia virus T4	1258566	0	live	nrdC.10	T4p094	NrdC.10 conserved hypothetical protein	NrdC.10 conserved hypothetical protein			NC_000866.4	54343	55320	minus	0		
10665	Escherichia virus T4	1258565	0	live	alt.-3	T4p197	Alt.-3 conserved hypothetical protein	Alt.-3 conserved hypothetical protein			NC_000866.4	122742	123032	minus	0		
10665	Escherichia virus T4	1258564	0	live	55.6	T4p071	gp55.6 conserved hypothetical protein	gp55.6 conserved hypothetical protein			NC_000866.4	41464	41646	minus	0		
10665	Escherichia virus T4	1258562	0	live	24.3	T4p180	gp24.3 conserved hypothetical protein	gp24.3 conserved hypothetical protein			NC_000866.4	109915	110085	minus	0		
10665	Escherichia virus T4	1258556	0	live	55.8	T4p073	gp55.8 conserved hypothetical predicted membrane protein	gp55.8 conserved hypothetical predicted membrane protein			NC_000866.4	42116	42328	minus	0		
10665	Escherichia virus T4	1258555	0	live	61.2	T4p035	gp61.2 hypothetical protein	gp61.2 hypothetical protein			NC_000866.4	19132	19758	minus	0		
10665	Escherichia virus T4	1258550	0	live	mobD.2	T4p098, tk.-8	MobD.2 conserved hypothetical protein	MobD.2 conserved hypothetical protein			NC_000866.4	57828	57932	minus	0		
10665	Escherichia virus T4	1258543	0	live	nrdC.3	T4p087	NrdC.3 conserved hypothetical protein	NrdC.3 conserved hypothetical protein			NC_000866.4	48933	49859	minus	0		
10665	Escherichia virus T4	1258541	0	live	nrdC.8	T4p092	NrdC.8 conserved hypothetical protein	NrdC.8 conserved hypothetical protein			NC_000866.4	53358	53885	minus	0		
10665	Escherichia virus T4	1258539	0	live	nrdC.4	T4p088	NrdC.4 conserved hypothetical protein	NrdC.4 conserved hypothetical protein			NC_000866.4	49914	50915	minus	0		
10665	Escherichia virus T4	2828447	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (Bacteriophage T4; Enterobacteria phage T4; coliphage T4; phage T4).										
10665	Escherichia virus T4	1258812	0	live	T4t006	T4t006	tRNA				NC_000866.4	72291	72364	minus	0		
10665	Escherichia virus T4	1258810	0	live	T4t007	T4t007	tRNA				NC_000866.4	72370	72456	minus	0		
10665	Escherichia virus T4	1258648	0	live	T4t002	T4t002	tRNA				NC_000866.4	71960	72033	minus	0		
10665	Escherichia virus T4	1258622	0	live	T4t001	T4t001	tRNA				NC_000866.4	71173	71247	minus	0		
10665	Escherichia virus T4	1258613	0	live	T4t004	T4t004	tRNA				NC_000866.4	72118	72204	minus	0		
10665	Escherichia virus T4	1258594	0	live	T4t003	T4t003	tRNA				NC_000866.4	72035	72110	minus	0		
10665	Escherichia virus T4	1258575	0	live	T4t008	T4t008	tRNA				NC_000866.4	72458	72530	minus	0		
10665	Escherichia virus T4	1258572	0	live	T4t005	T4t005	tRNA				NC_000866.4	72207	72280	minus	0		
